Upload gambar,Prediksi,timestamp
.gradio\flagged\Upload gambar\8ea81314f0dd2507ba5d\kucing.jpg,"{""label"": ""cat"", ""confidences"": [{""label"": ""cat"", ""confidence"": 1.0}, {""label"": ""dog"", ""confidence"": 0.0}]}",2026-01-17 22:22:52.750083
